name,price,composition,gender,age,category,subcategory,description,img_url,url,scrapped-at
Short mormaii futevôlei feminino gamboa,"R$ 139,80",10% elastano 90% poliéster,Feminino,Adulto,Short,Short-tecido,"Short liso, com elástico na cintura e tecido com elastano, permitindo amplitude de movimentos. feito em tecido leve de secagem rápida, ideal para a prática esportiva",https://mormaiishop.vteximg.com.br/arquivos/ids/2499797-450-450/31312421_CINZA_1.jpg?v=637618262437430000,https://www.mormaiishop.com.br/short-mormaii-futevolei-feminino-gamboa-31312421/p,12-04-2022
Camiseta baby look feminina hawai mormaii,"R$ 96,31",100% algodão,Feminino,Adulto,Camiseta,Camiseta-manga-curta,"Camiseta em malha 100 % algodão. a camiseta é pré-encolhida e levemente perfumada, alcançando assim um toque suave e oferecendo um maior conforto e caimento a quem veste e pode ser usado com bermudas, saias e calças. super versátil, combina em qualquer ocasião.",https://mormaiishop.vteximg.com.br/arquivos/ids/2483337-450-450/6322_AMARELO_1.jpg?v=637566459826700000,https://www.mormaiishop.com.br/camiseta-baby-look-feminina-hawai-mormaii-6322/p,12-04-2022
Short feminino jeans the light mormaii,"R$ 269,99",,Feminino,Adulto,Short,Short-jeans,"Short feminino mormaii, confeccionado em tecido jeans, possui fechamento por botão e zíper no entremeio, cós com passantes, bolsos frontais e traseiros e costura na cor da peça, versátil e moderna, a peça é perfeita para compor looks para diversas ocasiões, aposte!",https://mormaiishop.vteximg.com.br/arquivos/ids/2418821-450-450/8360012_AMARELO_1.jpg?v=637426668438330000,https://www.mormaiishop.com.br/short-feminino-jeans-the-light-mormaii-8360012/p,12-04-2022
Vestido feminino inspiration dress mormaii,"R$ 158,87",100% algodão,Feminino,Adulto,Vestido,Vestido-midi,"Vestido feminino confeccionada com malha premium com acabamento de lavanderia, o modelo é pré-encolhido e levemente perfumado, alcançando assim um toque suave e oferecendo um maior conforto para quem veste.",https://mormaiishop.vteximg.com.br/arquivos/ids/2491669-450-450/06718_VERDE_1.jpg?v=637588013934170000,https://www.mormaiishop.com.br/vestido-feminino-inspiration-dress-mormaii-06718/p,12-04-2022
Short feminino tecido bolso aparente mormaii,"R$ 79,82",Composição: algodão,Feminino,Adulto,Short,Short-tecido,"Shorts tecido com bolso aparente mormaii, modelagem com caimento leve, proporcionando conforto e sofisticação para seu look .",https://mormaiishop.vteximg.com.br/arquivos/ids/2498580-450-450/LAN140_VERDE-CLARO_1.jpg?v=637612205216970000,https://www.mormaiishop.com.br/short-feminino-tecido-bolso-aparente-mormaii-lan140/p,12-04-2022
Blusão canguru moletom masculino com capuz edition mountain mormaii,"R$ 399,90",100% algodão,Masculino,Adulto,Casaco,Casaco-moletom,"Moletom masculino confeccionada com malha premium com acabamento de lavanderia, é pré-encolhido e levemente perfumado, alcançando assim um toque suave e oferecendo um maior conforto para quem veste. moletom super quentinho para enfrentar dias mais frescos, abuse nas composições com calças esportivas como moletons, look ideal para um passeio com a família, ou se sentir à vontade nas comodidades de sua casa.",https://mormaiishop.vteximg.com.br/arquivos/ids/2743718-450-450/07281_VERDE_1.jpg?v=637752614097100000,https://www.mormaiishop.com.br/blusao-canguru-moletom-masculino-com-capuz-edition-mountain-mormaii-07281/p,12-04-2022
Vestido longo feminino outdoor edition dress sunset mormaii,"R$ 339,90",100% algodão,Feminino,Adulto,Vestido,Vestido-longo,"Vestido feminino confeccionada com malha premium com acabamento de lavanderia, o modelo é pré-encolhido e levemente perfumado, alcançando assim um toque suave e oferecendo um maior conforto para quem veste.",https://mormaiishop.vteximg.com.br/arquivos/ids/2744553-450-450/07335_AZUL_1.jpg?v=637756269942800000,https://www.mormaiishop.com.br/vestido-longo-feminino-outdoor-edition-dress-sunset-mormaii-07335/p,12-04-2022
Calça moletom masculina collab league marcos gabriel pro pant mormaii,"R$ 389,90",100% algodão,Masculino,Adulto,Calca,Calca-moletom,"Calça de moletom em algodão premium, possui qualidade e acabamento em lavanderia. modelo com bolso faca, estilosa e confortável, se adequa com qualquer ocasião.",https://mormaiishop.vteximg.com.br/arquivos/ids/2744063-450-450/07294_AZUL_1.jpg?v=637756080725870000,https://www.mormaiishop.com.br/calca-moletom-masculina-collab-league-marcos-gabriel-pro-pant-mormaii-07294/p,12-04-2022
Long john com flutuadores safety suit 3.2mm manga longa,"R$ 4.842,95",100% policloropreno 14% elastano 86% poliamida,Masculino,Adulto,Surf,,"Long john safety suit 3.2mm manga longa possui flutuadores float foam, o melhor do mercado, estrategicamente posicionados para proporcionar a máxima performance, conforto e seguranca. desenvolvido em parceria com lucas chumbo, expoente da nova geração do surf de ondas gigantes, testado e aprovado nas condições extremas de nazaré, mavericks e jaws. além de proporcionar flutuabilidade, o long john safety suit mormaii também protege contra impactos da prancha, lip, pedras, corais, jet ski ou o que for, devido seu sistema de flutuadores estrategicamente posicionados. ou seja, além de uma roupa que te ajudará a chegar mais rápido a superfície, também permitirá maior segurança contra pancadas indesejadas. com um exclusivo sistema de alças de resgate, posicionadas sobre os ombros, permite que o surfista seja mais facilmente carregado para um local seguro caso fique inconsciente dentro d'água. desenvolvido com borracha techfoam, techprene mormaii tecnológico, ultra flexível, leve, resistente e com menor absorção de água. a mais alta tecnologia desenvolvida em parceria com os big riders da equipe mormaii, agora disponível para você.",https://mormaiishop.vteximg.com.br/arquivos/ids/2529858-450-450/SU001M32SFS1A_PRETO-VERDE_1.jpg?v=637663192591370000,https://www.mormaiishop.com.br/long-john-com-flutuadores-safety-suit-32mm-manga-longa-su001m32sfs1a/p,12-04-2022
Mochila camuflada esportiva 40 litros mormaii,"R$ 274,00","Compartimentos organizadores, zípers , costuras e acabamentos reforçados, costas acolchoadas tecido altamente resistente, alça manual, alças traseiras acolchoadas e ajustaveis. Material poliéster.",Unissex,Adulto,Esportiva,Mochila-sem-rodas,"Mochila de costas camuflada esportiva 40 litros mormaii; dimensões 48 x 33 x 18cm; possui diversos compartimentos e organizadores que ajudam no armazenamento de objetos e acessórios zípers , costuras e acabamentos reforçados, costas acolchoadas tecido altamente resistente.",https://mormaiishop.vteximg.com.br/arquivos/ids/2748145-450-450/MOR0012_CINZA_1.jpg?v=637776098450200000,https://www.mormaiishop.com.br/mochila-camuflada-esportiva-40-litros-mormaii-mor0012/p,12-04-2022
Chaveiro bola de beach tennis mormaii,"R$ 20,00",Chaveiro em borracha e feltro,Unissex,Adulto,,Chaveiro-borracha,Chaveiro bola,https://mormaiishop.vteximg.com.br/arquivos/ids/2443466-450-450/31312398_AMARELO_1.jpg?v=637461024622200000,https://www.mormaiishop.com.br/chaveiro-bola-de-beach-tennis-mormaii-31312398/p,12-04-2022
Óculos de sol mormaii athlon 4 rosa,"R$ 349,00",Armação peso: 25 g frente: 140mm haste: 138mm cor: preto Lente tipo: revo altura: 42mm largura: 139mm base: 7,Feminino,Adulto,Oculos-de-sol,,"Para as pessoas pessoas que praticam corrida ou ciclismo, a mormaii óculos, criou a linha athlon, desenvolvida especialmente para os esportistas do dia a dia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2451603-450-450/M0042AAF94_MULTCOLOR_1.jpg?v=637499899730530000,https://www.mormaiishop.com.br/oculos-de-sol-athlon-4-lente-rosa-m0042aaf94/p,12-04-2022
Relógio digital vintage mormaii - mojh02aipk7j,"R$ 315,00",Relógio-digital-5 atm,Unissex,Adulto,,Relogio-polimero,"Relógio digital mormaii, mojh02aip/k7j - rosé, caixa de polímero, tamanho 37 - linha vintage",https://mormaiishop.vteximg.com.br/arquivos/ids/2738485-450-450/MOJH02AIPK7J_ROSE_1.jpg?v=637713169008200000,https://www.mormaiishop.com.br/relogio-digital-vintage-mormaii---mojh02aipk7j-mojh02aipk7j/p,12-04-2022
Suporte panturrilha sport neo mormaii - g,"R$ 40,94",30% poliamida 70% policloropreno,Unissex,Adulto,,Suporte,O suporte panturrilha mormaii foi desenvolvido com intuito de proporcionar maior proteção prevenindo lesões decorrentes à prática esportiva. auxilia no tratamento de contusões musculares e articulares através de suas ações de pressão e calor.,https://mormaiishop.vteximg.com.br/arquivos/ids/2488931-450-450/3121MD_PRETO-AZUL_1.jpg?v=637581979912770000,https://www.mormaiishop.com.br/suporte-panturrilha-sport-neo-mormaii---g-3121md/p,12-04-2022
Chinelo mormaii backflip dedo adulto,"R$ 69,99","Pvc, eva, tiras largas, sola macia",Masculino,Adulto,Chinelo,Dedo,"Mormaii backflip entrega todo o conforto que você precisa para curtir a vibe praiana! ideal para relaxar seus pés após várias ondas. o produto possui uma sola robusta e tiras largas, se adaptando perfeitamente ao seu pé. o detalhe de cor em eva na parte interna das tiras garante um conforto extra além de muito estilo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2518062-450-450/11763_CINZA-PRETO_2.jpg?v=637650222240130000,https://www.mormaiishop.com.br/chinelo-mormaii-backflip-dedo-adulto-11763/p,12-04-2022
Jaqueta manga longa 1mm masculino flexxxa pro uvsuit 5a surf mormaii,"R$ 897,89",14% elastano 86% poliamida,Masculino,Adulto,Surf,,"Jaqueta manga longa 1mm masculino flexxxa pro uv suit mormaii desenvolvido e refinado baseado em informações e testes de usabilidade em atletas, em situações exigentes nos diferentes cenários, empregamos tecnologias inovadoras focados em proporcionar maior conforto durante a prática esportiva. equilíbrio perfeito entre conforto e desempenho. desenvolvido com borracha techfoam, ultra flexível, leve, resistente e com menor absorção de água. revestido com tecido de alta tecnologia em absorção de raios ultravioleta, atuando como uma segunda pele com conforto e proteção.",https://mormaiishop.vteximg.com.br/arquivos/ids/2481137-450-450/SU030M10FPR5A_CINZA-PRETO_1.jpg?v=637560371998570000,https://www.mormaiishop.com.br/jaqueta-manga-longa-1mm-masculino-flexxxa-pro-uvsuit-5a-surf-mormaii-su030m10fpr5a/p,12-04-2022
Óculos de sol mormaii gamboa air 3 azul brilho,"R$ 349,00",,Masculino,Adulto,,,"Ainda na vibe do grande modelo e campeão de vendas gamboa air, seu novo sucessor traz todo o espirito esportivo do anterior evidenciado nas linhas fluidas e dinâmicas, porém com um grande diferencial: maior conforto adaptado a ergonomia do usuário com cores mais atuais apoiadas pelo apelo dos logos em neon.",https://mormaiishop.vteximg.com.br/arquivos/ids/2492134-450-450/0044103312_MULTCOLOR_1.jpg?v=637588905229500000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-gamboa-air-3-azul-brilho-0044103312/p,12-04-2022
Relógio Mormaii Unissex Luau Preto MO3124AF/8P,"R$ 229,00",,,Adulto,,Relogio-silicone,"Relógio Mormaii unissex da coleção Re-ciclo. Nessa coleção, a fabricação das pulseiras é feita a partir do reuso de pedaços de silicone descartados da nossa produção, não é demais! Caixa octogonal transparente fumê 39mm e aro grafite com display negativo e a prova dágua 10ATM",https://mormaiishop.vteximg.com.br/arquivos/ids/1940150-450-450/image-4d712380134d467eb92ed3dbff1ad479.jpg?v=637200773399000000,https://www.mormaiishop.com.br/relogio-mormaii-unissex-luau-preto-mo3124af-8p-2144985973/p,12-04-2022
Relógio Mormaii Masculino Urban Preto - MOPC32AE/8P,"R$ 279,00",,Masculino,,,Relogio-analogico,Relógio Mormaii Masculino Urban Preto - MOPC32AE/8P,https://mormaiishop.vteximg.com.br/arquivos/ids/2755560-450-450/image-bd7914eded0e4d3593b4ed9ee89ff3a7.jpg?v=637831325689500000,https://www.mormaiishop.com.br/relogio-mormaii-masculino-urban-preto---mopc32ae-8p-2144986088/p,12-04-2022
Relógio analógico mormaii mopc21jag8p,"R$ 304,50",,Feminino,Adulto,,Relogio-silicone,"Relógio da linha maui, modelo analógico com pulseira de silicone e toque confortável na cor preta, caixa em polímero com detalhes em dourado 42mm e aro emborrachado preto, a prova dágua 50m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2478437-450-450/MOPC21JAG8P_MULTCOLOR_1.jpg?v=637552906598400000,https://www.mormaiishop.com.br/relogio-analogico-mormaii-mopc21jag8p-mopc21jag8p/p,12-04-2022
Relógio analógico casual mormaii mopc21jag8b,"R$ 304,50",Diâmetro da caixa: 40mmMaterial da Caixa: PolímeroCor da Caixa: BrancoMaterial da Pulseira: SiliconeCor da Pulseira: BrancoMaterial do vidro: AcrílicoCor de fundo do display: Branco,Feminino,Adulto,,Relogio-silicone,"Relógio mormaii com desing moderno que nunca sairá de moda! modelo analógico com caixa em polímero na cor branca e pulseira de silicone na cor branca, apresentando uma combinação do branco com dourado que deixará seu look perfeito. possui ainda resistência a agua de 5atm..",https://mormaiishop.vteximg.com.br/arquivos/ids/2495236-450-450/MOPC21JAG8B_MULTCOLOR_1.jpg?v=637593198027900000,https://www.mormaiishop.com.br/relogio-analogico-casual-mormaii-mopc21jag8b-mopc21jag8b/p,12-04-2022
Relógio analógico mormaii mo2035dw/8n,"R$ 290,00",Diâmetro da caixa: 40mmMaterial da Caixa: MetalCor da Caixa: PretoMaterial da Pulseira: SiliconeCor da Pulseira: RoxaMaterial do vidro: AcrílicoCor de fundo do display: PretoFormato: RedondoFunções: Hora;,Feminino,Adulto,,Relogio-silicone,"Relógio mormaii ideal para dar uma pitada esportiva no look! modelo analógico preto com caixa 40mm em polímero e pulseira roxa em silicone com toque macio e confortável. detalhes em dourado no mostrador, poduto a prova d’água 50m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2381751-450-450/MO2035DW8N_MULTCOLOR_1.jpg?v=637425478082230000,https://www.mormaiishop.com.br/relogio-analogico-mormaii-mo2035dw8n-mo2035dw8n/p,12-04-2022
Óculos de sol mormaii kona preto fosco lente cinza,"R$ 299,00",ArmaçãoFrente: GrilamidHaste: GrilamidNose: AnatômicoDobradiça: Aço AntialérgicoCor da armação: Preto foscoMedidasFrontal: 130mmPonte: 14mmHaste: 140mmLente Horizontal: 53mmLente Vertical: 42mm,Masculino,Adulto,Oculos-de-sol,,"Os óculos mormaii now kona se destacam pela usabilidade, associando a leveza da armação injetada ao design moderno em um modelo adaptável a vários tipos de rostos. com lentes de policarbonato ultra resistentes, o kona pode ser encontrado em varias cores.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496456-450-450/M0036A1401_PRETO_1.jpg?v=637602717428770000,https://www.mormaiishop.com.br/oculos-de-sol-now-kona-by-carlos-burle-m0036a1401/p,12-04-2022
Porta lixo para carro neoprene mormaii,"R$ 43,71",,Unissex,Adulto,,Lixeira,Porta lixo para carro confeccionado em neoprene!,https://mormaiishop.vteximg.com.br/arquivos/ids/2501078-450-450/112127204_PRETO_1.jpg?v=637619145784770000,https://www.mormaiishop.com.br/porta-lixo-para-carro-mormaii-em-neoprene-112127204/p,12-04-2022
Carteira neoprene mormaii,"R$ 39,90",,Unissex,Adulto,Carteira,Carteira-neoprene,"Confeccionada em neoprene, possui bolso externo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531599-450-450/112127507_PRETO_1.jpg?v=637667501228900000,https://www.mormaiishop.com.br/------112127507/p,12-04-2022
Bermuda techprene extraline 1.5mm mormaii,"R$ 79,90",- design anatômico - cadarço regular na cintura - costura flatlock,Masculino,Adulto,,,Esta bermuda é confeccionada com 1.5mm de techprene e costura flatlok (costura de alta resistência e mais confortável que a convencional ). além disso possui um cadarço (cordão) na cintura para regulagem de cós. anatômica e flexível ela se ajusta perfeitamente ao corpo proporcionando conforto e mobilidade . uma bermuda térmica que proporciona aquecimento aos praticantes de atividades na água .,https://mormaiishop.vteximg.com.br/arquivos/ids/2501635-450-450/112127442_PRETO_1.jpg?v=637620846571870000,https://www.mormaiishop.com.br/bermuda-neoprene-extraline-15mm-112127442/p,12-04-2022
Óculos de natação thunder mormaii,"R$ 79,90",,Unissex,Adulto,,Oculos,"Óculos de natação thunder mormaii, construido em silicone com ajuste de tamanho para treinamento e lazer",https://mormaiishop.vteximg.com.br/arquivos/ids/2398087-450-450/31312240_PRETO-MULTCOLOR_1.jpg?v=637425892876300000,https://www.mormaiishop.com.br/oculos-de-natacao-thunder-lazer-e-treinamento-31312240/p,12-04-2022
Oculos de sol mormaii hawaii preto fosco com azul,"R$ 299,00","Lenteslargura: 57mm altura: 44,5mm base: 6 Armaçãofrontal: 145mm hastes: 134mm ponte: 17,5mm peso: 25g",Masculino,Adulto,Oculos-de-sol,,"Um óculos cheio de personalidade pensado para homens que buscam ao mesmo tempo uma peça com ótimo custo benefício e conforto, sem deixar o estilo de lado. o material usado na armação é a poliamida e metal, já as lentes são feitas em policarbonato, contendo toda proteção necessária para bloquear os raios uva, uvb e uvc.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496477-450-450/M0034ADC12_PRETO-AZUL-PRETO_1.jpg?v=637602718601000000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-hawaii-preto-fosco-c-azul-com-mascara-preta-m0034adc12/p,12-04-2022
,,,,,,,,,https://www.mormaiishop.com.br/oculos-de-sol-m0057-modelo-las-vegas-mormaii-m0057a0201/p,12-04-2022
Óculos de sol mormaii acqua cinza escuro emborrachado,"R$ 299,00",Armação peso: 35 g frente: 133mm haste: 114mm cor: cinza Lente tipo: flash altura: 41mm largura: 68mm base: 10,Masculino,Adulto,Oculos-de-sol,,"Além de brilho e energia própria, o acqua integra qualidade, design arrojado e ergonomia, além de trazer linhas exclusivas e pinturas desenvolvidas artesanalmente, conferindo a cada produto, personalidade própria e acabamento impecável.",https://mormaiishop.vteximg.com.br/arquivos/ids/2470095-450-450/00287DA112_CINZA-BRANCO_1.jpg?v=637522635316930000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-acqua-cinza-escuro-emborrachado-00287da112/p,12-04-2022
Bermuda 1.5mm feminina diva 5 a surf mormaii,"R$ 79,90",100% policloropreno,Feminino,Adulto,Surf,,"Elaborado exclusivamente para a anatomia das brasileiras, a bermuda 1.5mm feminina diva 5 a surf mormaii conta com o neoprene neobase, que garante isotermia e durabilidade. a costura é flatlock, tramada, leve e resistente.",https://mormaiishop.vteximg.com.br/arquivos/ids/2397185-450-450/SU054F15DIV5A_AZUL-MARINHO-AZUL_1.jpg?v=637425881844000000,https://www.mormaiishop.com.br/bermuda-na-15mm-feminino-diva-5-a-surf-mormaii-su054f15div5a/p,12-04-2022
Colete salva vidas homologado classe v 1a aquatico mormaii,"R$ 198,72",100% nylon 100% polietileno,Unissex,Adulto,,Colete,Colete salva vidas homologado classe v basico 1 a aquaticos mormaii,https://mormaiishop.vteximg.com.br/arquivos/ids/2411080-450-450/S001PSCG_TODA-PRETA_1.jpg?v=637426550751430000,https://www.mormaiishop.com.br/colete-salva-vidas-homologado-classe-v-1-a-aquatico-mormaii-s001pscg/p,12-04-2022
Relógio digital mormaii mom148108b,"R$ 231,00","Diâmetro da caixa: 52mmMaterial da Caixa: polímeroCor da Caixa: pretoMaterial da Pulseira: siliconeCor da Pulseira: pretoFunções: hora, calendário, alarme, cronometro.",Masculino,Adulto,,Relogio-polimero,"Relógio da linha acqua a prova dágua 100m, modelo digital na cor preta com pulseira e caixa em polímero 52mm, produto com detalhes em branco nos botões e com display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2420426-450-450/MOM148108B_PRETO_1.jpg?v=637426683428330000,https://www.mormaiishop.com.br/relogio-digital-mormaii-mom148108b-mom148108b/p,12-04-2022
Kit três meias cano médio mormaii 39-43,"R$ 42,25",02% elastanokit 17% poliamida 81% algodão,Masculino,Adulto,,Kit-cano-medio,"Meia mormaii cano médio atoalhada com aproximadamente 12 cm, confeccionada em algodão proporcionando conforto e maciez.",https://mormaiishop.vteximg.com.br/arquivos/ids/2438287-450-450/T08322UNI0004_BRANCO_1.jpg?v=637436835392300000,https://www.mormaiishop.com.br/kit-tres-meias-cano-medio-mormaii-t08322uni0004/p,12-04-2022
Relógio digital mormaii mo12579d8j,"R$ 346,50","Funções: Alarme, calendário, cronômetro, iluminação eletroluminescente, temporizador de recuperação e timer. Resistência à água: 10 atm | Caixa: 53mm | Vidro: Acrílico | Material: Polímero",Masculino,Adulto,,,"Se você busca por um relógio de personalidade, o relógio mo12579d8j é ideal para você, o modelo possui resistência à água em até 100 metros de profundidade, o que significa que você pode lavar as mãos, praticar esportes, ir à praia ou a piscina, entrar em contato com água corrente ou tomar chuva, entre outras tantas atividades, sem a preocupação de causar danos ao seu relógio.",https://mormaiishop.vteximg.com.br/arquivos/ids/2526449-450-450/MO12579D8J_PRETO_1.jpg?v=637659773082970000,https://www.mormaiishop.com.br/relogio-mormaii-mo12579d8j/p,12-04-2022
Kit três meias cano médio mormaii 39-43,"R$ 42,25",02% elastanokit 17% poliamida 71% algodão,Masculino,Adulto,,Kit-cano-medio,"Meia mormaii cano médio atoalhada com aproximadamente 12 cm, confeccionada em algodão proporcionando conforto e maciez.",https://mormaiishop.vteximg.com.br/arquivos/ids/2438295-450-450/T08322UNI0003_BRANCO_1.jpg?v=637436835503570000,https://www.mormaiishop.com.br/kit-tres-meias-cano-medio-mormaii-t08322uni0003/p,12-04-2022
Sunga de natação hydromax,"R$ 119,80",Sunga Mormaii tipo sungão confeccionada em material resistente ao cloro.,Masculino,Adulto,,Sungao,"Confeccionada com material resistente ao uso contínuo em piscinas. boa anatomia, forro interno e ajuste com cordão, possui 17 cm de altura.",https://mormaiishop.vteximg.com.br/arquivos/ids/2405125-450-450/31312254_AZUL_1.jpg?v=637426004023900000,https://www.mormaiishop.com.br/sunga-de-natacao-hydromax-31312254/p,12-04-2022
Óculos de sol mormaii lagos preto fosco lente g15,"R$ 299,00",MedidasHaste a Haste: 140mmPonte: 18mmComprimento Haste: 140mmLente Horizontal: 57mmLente Vertical: 42mm,Masculino,Adulto,Oculos-de-sol,,"Com visual uo e despojado, o modelo lagos é extremamente leve e durável graças à sua estrutura em poliamida. perfeito para quem procura por óculos de linhas mais retas, o modelo está disponível também na versão com lentes polarizadas.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496704-450-450/M0074A1471_PRETO_1.jpg?v=637602726831370000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-lagos-preto-fosco-lente-g15--m0074a1471/p,12-04-2022
Relógio anadigi mormaii wave mo8902aa/8r,"R$ 270,00",Diâmetro da caixa: 54mmMaterial da Caixa: PolímeroCor da Caixa: PretoMaterial da Pulseira: SiliconeCor da Pulseira: PretoFunções: Hora; Calendário; Alarme; Cronometro,Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m, modelo analógico e digital na cor preta com pulseira em polímero e caixa também em polímero super robusta 54mm, big case! item com detalhes em vermelho no aro interno e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2384508-450-450/MO8902AA8R_PRETO_1.jpg?v=637425531428070000,https://www.mormaiishop.com.br/relogio-anadigi-mormaii-wave-mo8902aa8r-mo8902aa8r/p,12-04-2022
Relógio digital mormaii wave mo8121aa/8c,"R$ 262,50",Diâmetro da caixa: 52mmMaterial da Caixa: PolímeroCor da Caixa: PretoMaterial da Pulseira: SiliconeCor da Pulseira: PretoFunções: Hora; Calendário; Alarme; Cronometro,Masculino,Adulto,,Relogio-silicone,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital na cor preta com pulseira em polímero e caixa também em polímero super robusta 56mm, big case, item com detalhes em branco no aro interno e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2400335-450-450/MO8121AA8C_PRETO_1.jpg?v=637425917656700000,https://www.mormaiishop.com.br/relogio-digital-mormaii-wave-mo8121aa8c-mo8121aa8c/p,12-04-2022
Relógio digital mormaii wave preto mo6600/8j,"R$ 262,50",Material da caixa: polímeroTamanho da caixa: 38mmCor da caixa: roséResistência à água: 10 atmMaterial da pulseira: siliconeCor da pulseira: preto,Feminino,Adulto,,Relogio-silicone,"Relógio mormaii, novo modelo na cor preta com caixa quadrada rosé em polímero 38mm e pulseira de silicone extra macia, confortável no pulso, item com mostrador limpo e com números grandes de fácil leitura, a prova dágua 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2534606-450-450/MO66008J_ROSE_1.jpg?v=637669263108100000,https://www.mormaiishop.com.br/relogio-digital-mormaii-wave-preto-mo66008j-mo66008j/p,12-04-2022
Óculos de natação orbit mormaii,"R$ 99,90",100% policarbonato 100% silicone,Unissex,Adulto,,Oculos,"Orbit ideal para águas abertas e lazer silicone ultra macio, leve e anatômico ajuste rápido de tiras lentes uv protection e tratamento antiembaçante",https://mormaiishop.vteximg.com.br/arquivos/ids/2739352-450-450/31312215_CORPO-PRETO-ARO-PRETO-LENTE-TRANSPARENTE_1.jpg?v=637713198073570000,https://www.mormaiishop.com.br/oculos-orbit-31312215/p,12-04-2022
Touca de natação mormaii,"R$ 53,80",indicado para: praticantematerial: siliconecomposição: silicone,Unissex,Adulto,,Touca,"A touca silicone mormaii é ideal para quem nada profissionalmente. feita em material flexível e impermeável, ela protege os fios, diminui o atrito e oferece mais velocidade dentro d’água.",https://mormaiishop.vteximg.com.br/arquivos/ids/2405253-450-450/31312218_PRETO_1.jpg?v=637426005531730000,https://www.mormaiishop.com.br/touca-de-silicone-31312218/p,12-04-2022
Óculos de natação flexxxa mormaii,"R$ 89,90",Composição: Lentes em policarbonato e tiras de silicone,Unissex,Adulto,,Oculos,"A mormaii mais uma vez desenvolveu um produto de qualidade para que a sua visão tenha o melhor do conforto nas piscinas: os óculos de natação mormaii flexxxa.com lentes em policarbonato, possuem narigueira anatômica e flexível que se ajusta perfeitamente ao rosto do esportista. além disso, apresentam tira de silicone regulável e ventosas que evitam a entrada de água em seus olhos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2443320-450-450/31312230_CORPO-BRANCO-LENTE-FUME-N_1.jpg?v=637460163142000000,https://www.mormaiishop.com.br/oculos-de-natacao-flexxxa--31312230/p,12-04-2022
Óculos de sol mormaii acqua branco com cinza,"R$ 199,00",Armação peso: 35 g frente: 133mm haste: 114mm lente tipo: flash altura: 41mm largura: 68mm base: 10matéria prima: policarbonato,Masculino,Adulto,,,"Além de brilho e energia própria, o acqua integra qualidade, design arrojado e ergonomia, além de trazer linhas exclusivas e pinturas desenvolvidas artesanalmente, conferindo a cada produto, personalidade própria e acabamento impecável.",https://mormaiishop.vteximg.com.br/arquivos/ids/2492136-450-450/0028702809_MULTCOLOR_1.jpg?v=637588905345600000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-acqua-branco-com-cinza-0028702809/p,12-04-2022
Óculos de sol mormaii acqua preto degrade com cinza,"R$ 299,00",,,,Oculos-de-sol,,"Além de brilho e energia própria, o acqua integra qualidade, design arrojado e ergonomia, além de trazer linhas exclusivas e pinturas desenvolvidas artesanalmente, conferindo a cada produto, personalidade própria e acabamento impecável.",https://mormaiishop.vteximg.com.br/arquivos/ids/2471258-450-450/0028794209_MULTCOLOR_1.jpg?v=637527542356130000,https://www.mormaiishop.com.br/oculos-sol-mormaii-acqua-preto-degrade-c-cinza-lente-cinza-flash-prata-0028794209/p,12-04-2022
Óculos de sol mormaii joaca preto fosco logo preto brilho,"R$ 199,00",,Masculino,Adulto,,,"O óculos de sol mormaii joaca ii possui um nosepad anatômico que permite o encaixe perfeito no rosto. por ser formado em grilamid, o modelo é bem leve, tornando-se extremamente confortável. além de vestir bem nas mais diferentes ocasiões.",https://mormaiishop.vteximg.com.br/arquivos/ids/2495235-450-450/0034533171_MULTCOLOR_1.jpg?v=637593197984470000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-joaca-preto-fosco-logo-preto-brilho-0034533171/p,12-04-2022
